locus tag	organism	symbol	Gene ID	PFAM
SAOUHSC_00927	S. aureus NCTC8325	SAOUHSC_00927	3920756	SBP_bac_5
SAOUHSC_00928	S. aureus NCTC8325	SAOUHSC_00928	3920757	SBP_bac_5
SAOUHSC_00929	S. aureus NCTC8325	SAOUHSC_00929	3920758	ABC_tran
SAOUHSC_00930	S. aureus NCTC8325	SAOUHSC_00930	3920759	ABC_tran
SAOUHSC_00931	S. aureus NCTC8325	SAOUHSC_00931	3920760	BPD_transp_1
SAOUHSC_00932	S. aureus NCTC8325	SAOUHSC_00932	3920761	BPD_transp_1
SAOUHSC_00933	S. aureus NCTC8325	SAOUHSC_00933	3920762	tRNA-synt_1b
S383	S. aureus NCTC8325	S383		
S384	S. aureus NCTC8325	S384		
SAOUHSC_00934	S. aureus NCTC8325	spxA	3920763	ArsC
S385	S. aureus NCTC8325	S385		
S386	S. aureus NCTC8325	S386		
S387	S. aureus NCTC8325	S387		
SAOUHSC_00935	S. aureus NCTC8325	SAOUHSC_00935	3920764	MecA
SAOUHSC_00936	S. aureus NCTC8325	SAOUHSC_00936	3920765	CoiA
SAOUHSC_00937	S. aureus NCTC8325	SAOUHSC_00937	3920766	Peptidase_M3
S388	S. aureus NCTC8325	S388		
S389	S. aureus NCTC8325	RsaE		
S390	S. aureus NCTC8325	S390		
SAOUHSC_00938	S. aureus NCTC8325	SAOUHSC_00938	3920767	Thioredoxin_5
SAOUHSC_00939	S. aureus NCTC8325	SAOUHSC_00939	3920768	Bac_globin
S391	S. aureus NCTC8325	S391		
SAOUHSC_00940	S. aureus NCTC8325	SAOUHSC_00940	3920769	CYTH
SAOUHSC_00941	S. aureus NCTC8325	SAOUHSC_00941	3920770	
SAOUHSC_00942	S. aureus NCTC8325	SAOUHSC_00942	3920771	RelA_SpoT
SAOUHSC_00943	S. aureus NCTC8325	ppnK	3920772	NAD_kinase
SAOUHSC_00944	S. aureus NCTC8325	SAOUHSC_00944	3920773	PseudoU_synth_2
SAOUHSC_00945	S. aureus NCTC8325	SAOUHSC_00945	3920774	MgtE
SAOUHSC_00946	S. aureus NCTC8325	SAOUHSC_00946	3920775	Na_H_Exchanger
S392	S. aureus NCTC8325	S392		
S393	S. aureus NCTC8325	S393		
SAOUHSC_00947	S. aureus NCTC8325	SAOUHSC_00947	3920658	adh_short_C2
SAOUHSC_00948	S. aureus NCTC8325	SAOUHSC_00948	3920659	AI-2E_transport
SAOUHSC_00949	S. aureus NCTC8325	SAOUHSC_00949	3920660	Na_Ala_symp
S394	S. aureus NCTC8325	S394		
SAOUHSC_00950	S. aureus NCTC8325	SAOUHSC_00950	3920661	Esterase
SAOUHSC_00951	S. aureus NCTC8325	SAOUHSC_00951	3920662	2_5_RNA_ligase2
S395	S. aureus NCTC8325	S395		
SAOUHSC_00952	S. aureus NCTC8325	SAOUHSC_00952	3920663	MFS_1
SAOUHSC_00953	S. aureus NCTC8325	SAOUHSC_00953	3920664	MGDG_synth
S396	S. aureus NCTC8325	S396		
S397	S. aureus NCTC8325	S397		
SAOUHSC_00954	S. aureus NCTC8325	SAOUHSC_00954	3920665	Mur_ligase_M
SAOUHSC_00955	S. aureus NCTC8325	SAOUHSC_00955	3920666	YueH
SAOUHSC_00956	S. aureus NCTC8325	prfC	3920667	GTP_EFTU
S398	S. aureus NCTC8325	S398		
S399	S. aureus NCTC8325	S399		
SAOUHSC_00957	S. aureus NCTC8325	SAOUHSC_00957	3920668	TerC
SAOUHSC_00958	S. aureus NCTC8325	SAOUHSC_00958	3920669	Trypsin_2
SAOUHSC_00959	S. aureus NCTC8325	SAOUHSC_00959	3920670	TrkH
SAOUHSC_00960	S. aureus NCTC8325	SAOUHSC_00960	3920671	5_nucleotid_C
SAOUHSC_T00049	S. aureus NCTC8325	SAOUHSC_T00049	3921038	
SAOUHSC_T0008	S. aureus NCTC8325	SAOUHSC_T0008	3921327	
SAOUHSC_00961	S. aureus NCTC8325	SAOUHSC_00961	3920672	ComK
S400	S. aureus NCTC8325	S400		
SAOUHSC_00962	S. aureus NCTC8325	SAOUHSC_00962	3920673	IDEAL
SAOUHSC_00963	S. aureus NCTC8325	SAOUHSC_00963	3920674	Lip_prot_lig_C
SAOUHSC_00964	S. aureus NCTC8325	SAOUHSC_00964	3920675	DUF2187
SAOUHSC_00965	S. aureus NCTC8325	SAOUHSC_00965	3920676	Abi
S401	S. aureus NCTC8325	S401		
S402	S. aureus NCTC8325	S402		
SAOUHSC_00966	S. aureus NCTC8325	SAOUHSC_00966	3920111	Hol_Tox
SAOUHSC_00967	S. aureus NCTC8325	SAOUHSC_00967	3920112	
S403	S. aureus NCTC8325	S403		
SAOUHSC_00968	S. aureus NCTC8325	SAOUHSC_00968	3920113	DUF1430
SAOUHSC_00969	S. aureus NCTC8325	SAOUHSC_00969	3920114	
SAOUHSC_00970	S. aureus NCTC8325	SAOUHSC_00970	3920115	ABC_tran
SAOUHSC_00971	S. aureus NCTC8325	SAOUHSC_00971	3920116	Trep_Strep
SAOUHSC_00972	S. aureus NCTC8325	SAOUHSC_00972	3920117	
SAOUHSC_00973	S. aureus NCTC8325	SAOUHSC_00973	3920118	Glycos_transf_1
SAOUHSC_00975	S. aureus NCTC8325	SAOUHSC_00975	3920120	DoxX
SAOUHSC_00976	S. aureus NCTC8325	SAOUHSC_00976	3920121	Peripla_BP_2
SAOUHSC_00977	S. aureus NCTC8325	SAOUHSC_00977	3920122	
SAOUHSC_00978	S. aureus NCTC8325	SAOUHSC_00978	3920123	TM2
SAOUHSC_00979	S. aureus NCTC8325	SAOUHSC_00979	3920124	Acetyltransf_1
SAOUHSC_00980	S. aureus NCTC8325	SAOUHSC_00980	3920125	UbiA
S404	S. aureus NCTC8325	S404		
SAOUHSC_00981	S. aureus NCTC8325	SAOUHSC_00981	3920126	
S405	S. aureus NCTC8325	S405		
SAOUHSC_00982	S. aureus NCTC8325	SAOUHSC_00982	3920127	Chorismate_bind
SAOUHSC_00983	S. aureus NCTC8325	SAOUHSC_00983	3920128	TPP_enzyme_N
SAOUHSC_00984	S. aureus NCTC8325	SAOUHSC_00984	3920129	Abhydrolase_1
SAOUHSC_00985	S. aureus NCTC8325	SAOUHSC_00985	3920130	ECH_1
SAOUHSC_00986	S. aureus NCTC8325	SAOUHSC_00986	3920387	Staphostatin_B
SAOUHSC_00987	S. aureus NCTC8325	SAOUHSC_00987	3920388	Peptidase_C47
SAOUHSC_00988	S. aureus NCTC8325	SAOUHSC_00988	3920389	Trypsin_2
SAOUHSC_00989	S. aureus NCTC8325	SAOUHSC_00989	3920390	Aminotran_1_2
SAOUHSC_00991	S. aureus NCTC8325	SAOUHSC_00991	3920391	Acyl_transf_3
SAOUHSC_00992	S. aureus NCTC8325	SAOUHSC_00992	3920392	MarR
SAOUHSC_00993	S. aureus NCTC8325	SAOUHSC_00993	3920393	
SAOUHSC_00994	S. aureus NCTC8325	SAOUHSC_00994	3920394	Glucosaminidase
S406	S. aureus NCTC8325	S406		
SAOUHSC_00995	S. aureus NCTC8325	SAOUHSC_00995	3920395	Acetyltransf_10
SAOUHSC_00996	S. aureus NCTC8325	SAOUHSC_00996	3920396	DUF2538
SAOUHSC_00997	S. aureus NCTC8325	SAOUHSC_00997	3920397	LytR_cpsA_psr
S407	S. aureus NCTC8325	S407		
S408	S. aureus NCTC8325	S408		
SAOUHSC_00998	S. aureus NCTC8325	SAOUHSC_00998	3920398	Beta-lactamase
SAOUHSC_00999	S. aureus NCTC8325	SAOUHSC_00999	3920399	COX4_pro
SAOUHSC_01000	S. aureus NCTC8325	SAOUHSC_01000	3920400	COX3
SAOUHSC_01001	S. aureus NCTC8325	SAOUHSC_01001	3920401	COX1
SAOUHSC_01002	S. aureus NCTC8325	SAOUHSC_01002	3920402	COX2_TM
SAOUHSC_01003	S. aureus NCTC8325	SAOUHSC_01003	3920403	
SAOUHSC_01005	S. aureus NCTC8325	SAOUHSC_01005	3920404	DUF5011
S409	S. aureus NCTC8325	S409		
S410	S. aureus NCTC8325	S410		
S411	S. aureus NCTC8325	S411		
SAOUHSC_01007	S. aureus NCTC8325	SAOUHSC_01007	3920405	THF_DHG_CYH_C
S412	S. aureus NCTC8325	S412		
S413	S. aureus NCTC8325	S413		
SAOUHSC_01008	S. aureus NCTC8325	SAOUHSC_01008	3920269	AIRC
SAOUHSC_01009	S. aureus NCTC8325	SAOUHSC_01009	3920270	ATP-grasp
SAOUHSC_01010	S. aureus NCTC8325	SAOUHSC_01010	3920271	SAICAR_synt
SAOUHSC_01011	S. aureus NCTC8325	SAOUHSC_01011	3920272	PurS
SAOUHSC_01012	S. aureus NCTC8325	SAOUHSC_01012	3920273	GATase_5
SAOUHSC_01013	S. aureus NCTC8325	SAOUHSC_01013	3920274	AIRS
SAOUHSC_01014	S. aureus NCTC8325	SAOUHSC_01014	3920275	GATase_7
SAOUHSC_01015	S. aureus NCTC8325	SAOUHSC_01015	3920276	AIRS_C
SAOUHSC_01016	S. aureus NCTC8325	SAOUHSC_01016	3920277	Formyl_trans_N
SAOUHSC_01017	S. aureus NCTC8325	purH	3920278	AICARFT_IMPCHas
SAOUHSC_01018	S. aureus NCTC8325	SAOUHSC_01018	3920279	GARS_A
S414	S. aureus NCTC8325	S414		
S415	S. aureus NCTC8325	S415		
SAOUHSC_01019	S. aureus NCTC8325	SAOUHSC_01019	3920280	CbiQ
SAOUHSC_01021	S. aureus NCTC8325	SAOUHSC_01021	3920281	ABC_tran
SAOUHSC_01022	S. aureus NCTC8325	SAOUHSC_01022	3920282	ABC_cobalt
S416	S. aureus NCTC8325	S416		
SAOUHSC_01023	S. aureus NCTC8325	SAOUHSC_01023	3920283	
SAOUHSC_01024	S. aureus NCTC8325	SAOUHSC_01024	3920284	Pinin_SDK_memA
S417	S. aureus NCTC8325	S417		
SAOUHSC_01025	S. aureus NCTC8325	SAOUHSC_01025	3920285	DUF3456
S418	S. aureus NCTC8325	S418		
SAOUHSC_01026	S. aureus NCTC8325	SAOUHSC_01026	3920286	Methyltrans_SAM
SAOUHSC_01027	S. aureus NCTC8325	SAOUHSC_01027	3920287	DUF697
S419	S. aureus NCTC8325	S419		
SAOUHSC_01028	S. aureus NCTC8325	SAOUHSC_01028	3920288	PTS-HPr
SAOUHSC_01029	S. aureus NCTC8325	SAOUHSC_01029	3919878	PEP-utilizers_C
S420	S. aureus NCTC8325	S420		
SAOUHSC_01030	S. aureus NCTC8325	SAOUHSC_01030	3919879	Glutaredoxin
SAOUHSC_01031	S. aureus NCTC8325	SAOUHSC_01031	3919880	Cyt_bd_oxida_I
SAOUHSC_01032	S. aureus NCTC8325	SAOUHSC_01032	3919881	Cyt_bd_oxida_II
S421	S. aureus NCTC8325	S421		
SAOUHSC_01034	S. aureus NCTC8325	SAOUHSC_01034	3919882	TrkA_N
SAOUHSC_A00992	S. aureus NCTC8325	SAOUHSC_A00992	3921683	DUF3125
S422	S. aureus NCTC8325	S422		
SAOUHSC_01035	S. aureus NCTC8325	SAOUHSC_01035	3919883	Lactamase_B
SAOUHSC_01036	S. aureus NCTC8325	SAOUHSC_01036	3919884	DUF1447
SAOUHSC_01037	S. aureus NCTC8325	SAOUHSC_01037	3919885	
SAOUHSC_01038	S. aureus NCTC8325	def	3919886	Pep_deformylase
S423	S. aureus NCTC8325	S423		
S424	S. aureus NCTC8325	S424		
SAOUHSC_01039	S. aureus NCTC8325	SAOUHSC_01039	3919887	YkyA
S425	S. aureus NCTC8325	S425		
SAOUHSC_01040	S. aureus NCTC8325	SAOUHSC_01040	3919888	E1_dh
SAOUHSC_01041	S. aureus NCTC8325	SAOUHSC_01041	3919889	Transketolase_C
S426	S. aureus NCTC8325	S426		
SAOUHSC_01042	S. aureus NCTC8325	SAOUHSC_01042	3919890	2-oxoacid_dh
SAOUHSC_01043	S. aureus NCTC8325	SAOUHSC_01043	3919891	Pyr_redox_2
S427	S. aureus NCTC8325	S427		
SAOUHSC_01044	S. aureus NCTC8325	SAOUHSC_01044	3919892	UPF0223
S428	S. aureus NCTC8325	S428		
SAOUHSC_01045	S. aureus NCTC8325	SAOUHSC_01045	3919893	HTH_3
SAOUHSC_01046	S. aureus NCTC8325	SAOUHSC_01046	3919894	ABC_tran
SAOUHSC_01047	S. aureus NCTC8325	SAOUHSC_01047	3919895	BPD_transp_1
SAOUHSC_01048	S. aureus NCTC8325	SAOUHSC_01048	3919896	BPD_transp_1
SAOUHSC_01049	S. aureus NCTC8325	SAOUHSC_01049	3921714	SBP_bac_8
SAOUHSC_01050	S. aureus NCTC8325	SAOUHSC_01050	3921715	DUF4064
S429	S. aureus NCTC8325	S429		
SAOUHSC_01051	S. aureus NCTC8325	SAOUHSC_01051	3921716	DUF4064
S430	S. aureus NCTC8325	S430		
SAOUHSC_01053	S. aureus NCTC8325	SAOUHSC_01053	3921717	Nramp
SAOUHSC_01054	S. aureus NCTC8325	SAOUHSC_01054	3921718	DUF1054
SAOUHSC_01055	S. aureus NCTC8325	SAOUHSC_01055	3921719	Inositol_P
SAOUHSC_01055a	S. aureus NCTC8325	SAOUHSC_01055a	16830699	DUF5325
SAOUHSC_01058	S. aureus NCTC8325	SAOUHSC_01058	3921721	GTP_EFTU
S432	S. aureus NCTC8325	S432		
SAOUHSC_01060	S. aureus NCTC8325	SAOUHSC_01060	3921722	DUF2197
SAOUHSC_01061	S. aureus NCTC8325	SAOUHSC_01061	3921723	
SAOUHSC_01062	S. aureus NCTC8325	SAOUHSC_01062	3921724	DUF1507
S433	S. aureus NCTC8325	S433		
S434	S. aureus NCTC8325	S434		
SAOUHSC_01063	S. aureus NCTC8325	SAOUHSC_01063	3921725	FTSW_RODA_SPOVE
S435	S. aureus NCTC8325	S435		
S436	S. aureus NCTC8325	S436		
SAOUHSC_01064	S. aureus NCTC8325	SAOUHSC_01064	3921726	CPSase_L_D2
SAOUHSC_01065	S. aureus NCTC8325	SAOUHSC_01065	3921727	COX15-CtaA
S437	S. aureus NCTC8325	S437		
S438	S. aureus NCTC8325	S438		
SAOUHSC_01066	S. aureus NCTC8325	SAOUHSC_01066	3921728	UbiA
SAOUHSC_01067	S. aureus NCTC8325	SAOUHSC_01067	3921729	DUF420
S439	S. aureus NCTC8325	S439		
SAOUHSC_01068	S. aureus NCTC8325	SAOUHSC_01068	3921730	GWT1
SAOUHSC_01069	S. aureus NCTC8325	SAOUHSC_01069	3921731	CAP_assoc_N
SAOUHSC_01070	S. aureus NCTC8325	SAOUHSC_01070	3921732	Com_YlbF
SAOUHSC_01071	S. aureus NCTC8325	SAOUHSC_01071	3921733	GDPD
S441	S. aureus NCTC8325	S441		
SAOUHSC_01072	S. aureus NCTC8325	SAOUHSC_01072	3919235	DUF2129
S442	S. aureus NCTC8325	S442		
SAOUHSC_01073	S. aureus NCTC8325	SAOUHSC_01073	3919236	
SAOUHSC_01074	S. aureus NCTC8325	SAOUHSC_01074	3919237	Cons_hypoth95
SAOUHSC_01075	S. aureus NCTC8325	coaD	3919238	CTP_transf_like
S443	S. aureus NCTC8325	S443		
SAOUHSC_01076	S. aureus NCTC8325	SAOUHSC_01076	3919239	HIGH_NTase1
SAOUHSC_01077	S. aureus NCTC8325	SAOUHSC_01077	3919240	DUF177
SAOUHSC_A01041	S. aureus NCTC8325	SAOUHSC_A01041	3921684	
S444	S. aureus NCTC8325	S444		
SAOUHSC_01078	S. aureus NCTC8325	SAOUHSC_01078	3919241	Ribosomal_L32p
SAOUHSC_01079	S. aureus NCTC8325	SAOUHSC_01079	3919242	NEAT
SAOUHSC_01081	S. aureus NCTC8325	SAOUHSC_01081	3919243	NEAT
S446	S. aureus NCTC8325	S446		
SAOUHSC_01082	S. aureus NCTC8325	SAOUHSC_01082	3919244	NEAT
SAOUHSC_01084	S. aureus NCTC8325	SAOUHSC_01084	3919245	
SAOUHSC_01085	S. aureus NCTC8325	SAOUHSC_01085	3919246	Peripla_BP_2
SAOUHSC_01086	S. aureus NCTC8325	SAOUHSC_01086	3919247	FecCD
SAOUHSC_01087	S. aureus NCTC8325	SAOUHSC_01087	3919248	FecCD
S447	S. aureus NCTC8325	S447		
SAOUHSC_01088	S. aureus NCTC8325	SAOUHSC_01088	3919249	Sortase
SAOUHSC_01089	S. aureus NCTC8325	SAOUHSC_01089	3919250	ABM
SAOUHSC_01090	S. aureus NCTC8325	SAOUHSC_01090	3919251	
S448	S. aureus NCTC8325	S448		
S449	S. aureus NCTC8325	S449		
SAOUHSC_01091	S. aureus NCTC8325	SAOUHSC_01091	3919252	SpoU_methylase
S450	S. aureus NCTC8325	S450		
S451	S. aureus NCTC8325	S451		
SAOUHSC_01092	S. aureus NCTC8325	pheS	3919253	tRNA-synt_2d
SAOUHSC_01093	S. aureus NCTC8325	pheT	3920736	B3_4
SAOUHSC_01095	S. aureus NCTC8325	SAOUHSC_01095	3920737	RNase_HII
S452	S. aureus NCTC8325	S452		
SAOUHSC_01096	S. aureus NCTC8325	SAOUHSC_01096	3920738	ZapA
SAOUHSC_01097	S. aureus NCTC8325	SAOUHSC_01097	3920739	Colicin_V
SAOUHSC_01098	S. aureus NCTC8325	SAOUHSC_01098	3920740	HHH_8
SAOUHSC_01099	S. aureus NCTC8325	SAOUHSC_01099	3920741	MutS_V
S453	S. aureus NCTC8325	S453		
SAOUHSC_01100	S. aureus NCTC8325	SAOUHSC_01100	3920742	Thioredoxin
S454	S. aureus NCTC8325	S454		
SAOUHSC_01101	S. aureus NCTC8325	SAOUHSC_01101	3920743	
SAOUHSC_01102	S. aureus NCTC8325	uvrC	3920744	UvrC_HhH_N
S455	S. aureus NCTC8325	S455		
SAOUHSC_01103	S. aureus NCTC8325	SAOUHSC_01103	3920745	Sdh_cyt
SAOUHSC_01104	S. aureus NCTC8325	sdhA	3920746	FAD_binding_2
SAOUHSC_01105	S. aureus NCTC8325	sdhB	3920747	Fer2_3
S456	S. aureus NCTC8325	S456		
SAOUHSC_01106	S. aureus NCTC8325	SAOUHSC_01106	3920748	Asp_Glu_race
SAOUHSC_01107	S. aureus NCTC8325	SAOUHSC_01107	3920749	Ham1p_like
SAOUHSC_01108	S. aureus NCTC8325	SAOUHSC_01108	3920750	Metallophos_2
SAOUHSC_01109	S. aureus NCTC8325	SAOUHSC_01109	3920751	DUF1803
SAOUHSC_01110	S. aureus NCTC8325	SAOUHSC_01110	3920752	efb-c
S457	S. aureus NCTC8325	S457		
SAOUHSC_01111	S. aureus NCTC8325	SAOUHSC_01111	3920753	
SAOUHSC_01112	S. aureus NCTC8325	SAOUHSC_01112	3920754	FPRL1_inhibitor
S458	S. aureus NCTC8325	S458		
SAOUHSC_01113	S. aureus NCTC8325	SAOUHSC_01113	3920755	
SAOUHSC_01114	S. aureus NCTC8325	SAOUHSC_01114	3920717	efb-c
S459	S. aureus NCTC8325	S459		
SAOUHSC_01115	S. aureus NCTC8325	SAOUHSC_01115	3920718	CompInhib_SCIN
S460	S. aureus NCTC8325	S460		
SAOUHSC_01118	S. aureus NCTC8325	SAOUHSC_01118	3920719	
SAOUHSC_A01079	S. aureus NCTC8325	SAOUHSC_A01079	3921685	
SAOUHSC_01119	S. aureus NCTC8325	SAOUHSC_01119	3920720	ERGIC_N
S461	S. aureus NCTC8325	S461		
SAOUHSC_A01081	S. aureus NCTC8325	SAOUHSC_A01081	3921686	TMEM18
S462	S. aureus NCTC8325	S462		
SAOUHSC_01120	S. aureus NCTC8325	SAOUHSC_01120	3920721	DUF4860
S463	S. aureus NCTC8325	S463		
SAOUHSC_01121	S. aureus NCTC8325	SAOUHSC_01121	3920722	Leukocidin
S464	S. aureus NCTC8325	S464		
S465	S. aureus NCTC8325	S465		
SAOUHSC_01122	S. aureus NCTC8325	SAOUHSC_01122	3920723	
SAOUHSC_01123	S. aureus NCTC8325	SAOUHSC_01123	3920724	HTH_3
SAOUHSC_01124	S. aureus NCTC8325	SAOUHSC_01124	3920725	Stap_Strp_tox_C
SAOUHSC_01125	S. aureus NCTC8325	SAOUHSC_01125	3920726	Stap_Strp_tox_C
SAOUHSC_01127	S. aureus NCTC8325	SAOUHSC_01127	3920727	Stap_Strp_tox_C
SAOUHSC_01128	S. aureus NCTC8325	SAOUHSC_01128	3920728	OTCace
SAOUHSC_01129	S. aureus NCTC8325	SAOUHSC_01129	3920729	AA_kinase
SAOUHSC_01130	S. aureus NCTC8325	SAOUHSC_01130	3920730	DcuC
S466	S. aureus NCTC8325	S466		
SAOUHSC_01131	S. aureus NCTC8325	SAOUHSC_01131	3920731	PsbI
S467	S. aureus NCTC8325	S467		
S468	S. aureus NCTC8325	S468		
SAOUHSC_01133	S. aureus NCTC8325	SAOUHSC_01133	3920732	SLAC1
SAOUHSC_01134	S. aureus NCTC8325	SAOUHSC_01134	3920733	Trp_repressor
S469	S. aureus NCTC8325	S469		
SAOUHSC_T0006	S. aureus NCTC8325	SAOUHSC_T0006	3921325	
S470	S. aureus NCTC8325	S470		
SAOUHSC_01135	S. aureus NCTC8325	SAOUHSC_01135	3920734	Staph_haemo
SAOUHSC_01136	S. aureus NCTC8325	SAOUHSC_01136	3920735	Staph_haemo
SAOUHSC_01137	S. aureus NCTC8325	SAOUHSC_01137	3920697	HAD_2
SAOUHSC_01138	S. aureus NCTC8325	SAOUHSC_01138	3920698	Acetyltransf_7
SAOUHSC_01139/SAOUHSC_01141	S. aureus NCTC8325	bshC		
SAOUHSC_01142	S. aureus NCTC8325	SAOUHSC_01142	3920702	MraZ
SAOUHSC_01143	S. aureus NCTC8325	mraW	3920703	Methyltransf_5
SAOUHSC_01144	S. aureus NCTC8325	SAOUHSC_01144	3920704	DivIC
SAOUHSC_01145	S. aureus NCTC8325	SAOUHSC_01145	3920705	Transpeptidase
S472	S. aureus NCTC8325	S472		
SAOUHSC_01146	S. aureus NCTC8325	mraY	3920706	Glycos_transf_4
SAOUHSC_01147	S. aureus NCTC8325	murD	3920707	Mur_ligase_M
SAOUHSC_01148	S. aureus NCTC8325	SAOUHSC_01148	3920708	POTRA_1
SAOUHSC_01149	S. aureus NCTC8325	SAOUHSC_01149	3920709	FtsA
SAOUHSC_01150	S. aureus NCTC8325	SAOUHSC_01150	3920710	Tubulin
S473	S. aureus NCTC8325	S473		
S474	S. aureus NCTC8325	S474		
SAOUHSC_01152	S. aureus NCTC8325	SAOUHSC_01152	3920711	Cu-oxidase_4
SAOUHSC_01153	S. aureus NCTC8325	SAOUHSC_01153	3920712	Ala_racemase_N
SAOUHSC_01154	S. aureus NCTC8325	SAOUHSC_01154	3920713	SepF
SAOUHSC_01155	S. aureus NCTC8325	SAOUHSC_01155	3920714	YGGT
S475	S. aureus NCTC8325	S475		
SAOUHSC_01156	S. aureus NCTC8325	SAOUHSC_01156	3920715	S4
SAOUHSC_01158	S. aureus NCTC8325	SAOUHSC_01158	3920716	DivIVA
S476	S. aureus NCTC8325	S476		
S477	S. aureus NCTC8325	S477		
SAOUHSC_01159	S. aureus NCTC8325	ileS	3920911	tRNA-synt_1
S478	S. aureus NCTC8325	S478		
SAOUHSC_01160	S. aureus NCTC8325	SAOUHSC_01160	3920912	Glyoxalase
S479	S. aureus NCTC8325	S479		
SAOUHSC_01161	S. aureus NCTC8325	SAOUHSC_01161	3920913	DDE_Tnp_1_6
SAOUHSC_01162	S. aureus NCTC8325	lspA	3920914	Peptidase_A8
SAOUHSC_01163	S. aureus NCTC8325	SAOUHSC_01163	3920915	PseudoU_synth_2
S480	S. aureus NCTC8325	S480		
S481	S. aureus NCTC8325	S481		
SAOUHSC_01164	S. aureus NCTC8325	SAOUHSC_01164	3920916	Pribosyltran
S482	S. aureus NCTC8325	S482		
SAOUHSC_01165	S. aureus NCTC8325	SAOUHSC_01165	3920917	Xan_ur_permease
SAOUHSC_01166	S. aureus NCTC8325	pyrB	3920918	OTCace_N
SAOUHSC_01168	S. aureus NCTC8325	pyrC	3920919	Amidohydro_1
SAOUHSC_01169	S. aureus NCTC8325	SAOUHSC_01169	3920920	CPSase_sm_chain
SAOUHSC_01170	S. aureus NCTC8325	carB	3920921	CPSase_L_D2
S483	S. aureus NCTC8325	S483		
SAOUHSC_01171	S. aureus NCTC8325	SAOUHSC_01171	3920922	OMPdecase
SAOUHSC_01172	S. aureus NCTC8325	pyrE	3920923	Pribosyltran
SAOUHSC_01173	S. aureus NCTC8325	SAOUHSC_01173	3920924	YqzH
S484	S. aureus NCTC8325	S484		
SAOUHSC_01174	S. aureus NCTC8325	SAOUHSC_01174	3920925	3-dmu-9_3-mt
S485	S. aureus NCTC8325	S485		
SAOUHSC_01175	S. aureus NCTC8325	SAOUHSC_01175	3920926	FbpA
SAOUHSC_01176	S. aureus NCTC8325	gmk	3920927	Guanylate_kin
SAOUHSC_01177	S. aureus NCTC8325	rpoZ	3920928	RNA_pol_Rpb6
S486	S. aureus NCTC8325	S486		
S487	S. aureus NCTC8325	S487		
SAOUHSC_01178	S. aureus NCTC8325	SAOUHSC_01178	3920929	DFP
SAOUHSC_01179	S. aureus NCTC8325	SAOUHSC_01179	3919312	ResIII
SAOUHSC_01180	S. aureus NCTC8325	SAOUHSC_01180	3919313	FAM176
S488	S. aureus NCTC8325	S488		
SAOUHSC_01181	S. aureus NCTC8325	SAOUHSC_01181	3919314	TM2
SAOUHSC_01182	S. aureus NCTC8325	SAOUHSC_01182	3919315	Pep_deformylase
SAOUHSC_01183	S. aureus NCTC8325	SAOUHSC_01183	3919316	Formyl_trans_N
SAOUHSC_01184	S. aureus NCTC8325	SAOUHSC_01184	3919317	Methyltr_RsmB-F
SAOUHSC_01185	S. aureus NCTC8325	SAOUHSC_01185	3919318	Radical_SAM
SAOUHSC_01186	S. aureus NCTC8325	SAOUHSC_01186	3919319	PP2C
SAOUHSC_01187	S. aureus NCTC8325	SAOUHSC_01187	3919320	Pkinase
SAOUHSC_01188	S. aureus NCTC8325	SAOUHSC_01188	3919321	RsgA_GTPase
SAOUHSC_01189	S. aureus NCTC8325	SAOUHSC_01189	3919322	Ribul_P_3_epim
SAOUHSC_01190	S. aureus NCTC8325	SAOUHSC_01190	3919323	TPK_catalytic
S490	S. aureus NCTC8325	S490		
S491	S. aureus NCTC8325	S491		
SAOUHSC_01191	S. aureus NCTC8325	rpmB	3919324	Ribosomal_L28
S492	S. aureus NCTC8325	S492		
SAOUHSC_01192	S. aureus NCTC8325	SAOUHSC_01192	3919325	Asp23
SAOUHSC_01193	S. aureus NCTC8325	SAOUHSC_01193	3919326	Dak1_2
SAOUHSC_01194	S. aureus NCTC8325	SAOUHSC_01194	3919327	Helicase_C
S493	S. aureus NCTC8325	S493		
SAOUHSC_01196	S. aureus NCTC8325	SAOUHSC_01196	3919328	4HBT
SAOUHSC_01197	S. aureus NCTC8325	SAOUHSC_01197	3919329	FA_synthesis
SAOUHSC_01198	S. aureus NCTC8325	SAOUHSC_01198	3919330	Acyl_transf_1
SAOUHSC_01199	S. aureus NCTC8325	SAOUHSC_01199	3919331	adh_short_C2
S494	S. aureus NCTC8325	S494		
SAOUHSC_01200	S. aureus NCTC8325	SAOUHSC_01200	3919467	
S495	S. aureus NCTC8325	S495		
SAOUHSC_01201	S. aureus NCTC8325	acpP	3919468	PP-binding
S496	S. aureus NCTC8325	S496		
SAOUHSC_01203	S. aureus NCTC8325	rnc	3919469	Ribonucleas_3_3
S497	S. aureus NCTC8325	S497		
SAOUHSC_01204	S. aureus NCTC8325	SAOUHSC_01204	3919470	SMC_N
SAOUHSC_01205	S. aureus NCTC8325	SAOUHSC_01205	3919471	SRP54
SAOUHSC_01206	S. aureus NCTC8325	SAOUHSC_01206	3919472	UPF0122
SAOUHSC_01207	S. aureus NCTC8325	SAOUHSC_01207	3919473	SRP54
S498	S. aureus NCTC8325	S498		
SAOUHSC_01208	S. aureus NCTC8325	rpsP	3919474	Ribosomal_S16
S499	S. aureus NCTC8325	S499		
